identifier,source_id,source,web,onset,expires,location_name,country,continent,latitude,longitude,Type: Coastal Flood,Type: Flash Flood,Type: Inland Flood,Type: River Flood,Type: Storm Surge,Type: Unknown,Type: Landslide,Cause: Dam Break,Cause: Extreme Rainfall,Cause: Ice Jam,Cause: High Tide,Cause: Long Term Rainfall,Cause: Reservoir Release,Cause: Snowmelt,Cause: Soil Saturation,Cause: Storm Surge,Cause: Tsunami,Cause: Unknown,affected_quantitative,agriculture_quantitative,communications_quantitative,cultural_heritage_quantitative,death_quantitative,education_quantitative,environment_description,environment_quantitative,evacuated_quantitative,forest_quantitative,health_sector_quantitative,heritage_quantitative,houses_damaged_quantitative,houses_destroyed_quantitative,industry_quantitative,injured_quantitative,magnitude_description,missing_quantitative,roads_quantitative,spatial_extent_quantitative,transport_quantitative
437,20564,FloodList,http://floodlist.com/asia/nepal-dozens-dead-after-torrential-rain-triggers-floods-and-landslides,2017-08-10T00:00:00,2017-08-10T00:00:00,Siraha,Nepal,Asia,26.7957017,86.2970998000001,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 62.0 people,,,,,,,,,,,Unknown location - 36.0 people,Bhairahawa - rainfall = 222.0 mm in 24 hours; Dang - rainfall = 167.4 mm in 24 hours; Simra Airport - rainfall = 173.2 mm in 24 hours; Pokhara Airport - rainfall = 85.6 mm in 24 hours; Bhairahawa Airport - rainfall = 76.1 mm in 24 hours; Simra Airport - rainfall = 126.0 mm in 24 hours; Kankai river at Mainachuli - river level = 5.74 metres; Babai river at Chepang - river level = 8.54 metres; Babai river at Bhada bridge - river level = 9.3 metres,Unknown location - 27.0 people,,,
438,20564,FloodList,http://floodlist.com/asia/nepal-dozens-dead-after-torrential-rain-triggers-floods-and-landslides,2017-08-10T00:00:00,2017-08-10T00:00:00,Saptari,Nepal,Asia,26.6172621,86.7013893999999,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 62.0 people,,,,,,,,,,,Unknown location - 36.0 people,Bhairahawa - rainfall = 222.0 mm in 24 hours; Dang - rainfall = 167.4 mm in 24 hours; Simra Airport - rainfall = 173.2 mm in 24 hours; Pokhara Airport - rainfall = 85.6 mm in 24 hours; Bhairahawa Airport - rainfall = 76.1 mm in 24 hours; Simra Airport - rainfall = 126.0 mm in 24 hours; Kankai river at Mainachuli - river level = 5.74 metres; Babai river at Chepang - river level = 8.54 metres; Babai river at Bhada bridge - river level = 9.3 metres,Unknown location - 27.0 people,,,
439,20564,FloodList,http://floodlist.com/asia/nepal-dozens-dead-after-torrential-rain-triggers-floods-and-landslides,2017-08-10T00:00:00,2017-08-10T00:00:00,Panchthar,Nepal,Asia,27.2036401,87.8156715,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 62.0 people,,,,,,,,,,,Unknown location - 36.0 people,Bhairahawa - rainfall = 222.0 mm in 24 hours; Dang - rainfall = 167.4 mm in 24 hours; Simra Airport - rainfall = 173.2 mm in 24 hours; Pokhara Airport - rainfall = 85.6 mm in 24 hours; Bhairahawa Airport - rainfall = 76.1 mm in 24 hours; Simra Airport - rainfall = 126.0 mm in 24 hours; Kankai river at Mainachuli - river level = 5.74 metres; Babai river at Chepang - river level = 8.54 metres; Babai river at Bhada bridge - river level = 9.3 metres,Unknown location - 27.0 people,,,
440,20562,FloodList,http://floodlist.com/asia/india-assam-floods-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Kokrajhar,India,Asia,26.4014362,90.266699,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Unknown location - 1800000.0 people,,,,Unknown location - 82.0 people,,,,Unknown location - 183584.0 people,,,,,,,,"North Lakhimpur - rainfall = 86.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 63.0 mm in 24 hours; North Lakhimpur - rainfall = 74.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 57.0 mm in 24 hours; North Lakhimpur - rainfall = 55.8 mm in 24 hours; Brahmaputra at Tezpur in Sonitpur - river level = 66.12 metres; Brahmaputra at Neamatighat, Jorhat - river level = 86.0 metres; The Kushiyara river at Karimganj (Karimganj district - river level = 15.33 metres; Sankosh  at Golokganj,  Dhubri district - river level = 30.23 metres",,,,
441,20562,FloodList,http://floodlist.com/asia/india-assam-floods-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Dhubri,India,Asia,26.0206982,89.9743463,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Unknown location - 1800000.0 people,,,,Unknown location - 82.0 people,,,,Unknown location - 183584.0 people,,,,,,,,"North Lakhimpur - rainfall = 86.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 63.0 mm in 24 hours; North Lakhimpur - rainfall = 74.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 57.0 mm in 24 hours; North Lakhimpur - rainfall = 55.8 mm in 24 hours; Brahmaputra at Tezpur in Sonitpur - river level = 66.12 metres; Brahmaputra at Neamatighat, Jorhat - river level = 86.0 metres; The Kushiyara river at Karimganj (Karimganj district - river level = 15.33 metres; Sankosh  at Golokganj,  Dhubri district - river level = 30.23 metres",,,,
442,20562,FloodList,http://floodlist.com/asia/india-assam-floods-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Dhemaji,India,Asia,27.4811106,94.5572847000001,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Unknown location - 1800000.0 people,,,,Unknown location - 82.0 people,,,,Unknown location - 183584.0 people,,,,,,,,"North Lakhimpur - rainfall = 86.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 63.0 mm in 24 hours; North Lakhimpur - rainfall = 74.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 57.0 mm in 24 hours; North Lakhimpur - rainfall = 55.8 mm in 24 hours; Brahmaputra at Tezpur in Sonitpur - river level = 66.12 metres; Brahmaputra at Neamatighat, Jorhat - river level = 86.0 metres; The Kushiyara river at Karimganj (Karimganj district - river level = 15.33 metres; Sankosh  at Golokganj,  Dhubri district - river level = 30.23 metres",,,,
443,20562,FloodList,http://floodlist.com/asia/india-assam-floods-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Biswanath,India,Asia,26.7266632,93.1478514,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Unknown location - 1800000.0 people,,,,Unknown location - 82.0 people,,,,Unknown location - 183584.0 people,,,,,,,,"North Lakhimpur - rainfall = 86.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 63.0 mm in 24 hours; North Lakhimpur - rainfall = 74.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 57.0 mm in 24 hours; North Lakhimpur - rainfall = 55.8 mm in 24 hours; Brahmaputra at Tezpur in Sonitpur - river level = 66.12 metres; Brahmaputra at Neamatighat, Jorhat - river level = 86.0 metres; The Kushiyara river at Karimganj (Karimganj district - river level = 15.33 metres; Sankosh  at Golokganj,  Dhubri district - river level = 30.23 metres",,,,
444,20562,FloodList,http://floodlist.com/asia/india-assam-floods-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Bongaingaon,India,Asia,26.5009992,90.5352356,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Unknown location - 1800000.0 people,,,,Unknown location - 82.0 people,,,,Unknown location - 183584.0 people,,,,,,,,"North Lakhimpur - rainfall = 86.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 63.0 mm in 24 hours; North Lakhimpur - rainfall = 74.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 57.0 mm in 24 hours; North Lakhimpur - rainfall = 55.8 mm in 24 hours; Brahmaputra at Tezpur in Sonitpur - river level = 66.12 metres; Brahmaputra at Neamatighat, Jorhat - river level = 86.0 metres; The Kushiyara river at Karimganj (Karimganj district - river level = 15.33 metres; Sankosh  at Golokganj,  Dhubri district - river level = 30.23 metres",,,,
445,20562,FloodList,http://floodlist.com/asia/india-assam-floods-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Dibrugarh,India,Asia,27.4728327,94.9119621,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Unknown location - 1800000.0 people,,,,Unknown location - 82.0 people,,,,Unknown location - 183584.0 people,,,,,,,,"North Lakhimpur - rainfall = 86.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 63.0 mm in 24 hours; North Lakhimpur - rainfall = 74.0 mm in 24 hours; Dibrugarh / Mohanbari - rainfall = 57.0 mm in 24 hours; North Lakhimpur - rainfall = 55.8 mm in 24 hours; Brahmaputra at Tezpur in Sonitpur - river level = 66.12 metres; Brahmaputra at Neamatighat, Jorhat - river level = 86.0 metres; The Kushiyara river at Karimganj (Karimganj district - river level = 15.33 metres; Sankosh  at Golokganj,  Dhubri district - river level = 30.23 metres",,,,
446,20560,FloodList,http://floodlist.com/asia/iran-flash-floods-august-2017,2017-08-10T00:00:00,2017-08-15T00:00:00,Golestan,Iran (Islamic Republic of),Asia,37.2898123,55.1375834,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,,,,,,Unknown location - 6.0 people,,,
447,20560,FloodList,http://floodlist.com/asia/iran-flash-floods-august-2017,2017-08-10T00:00:00,2017-08-15T00:00:00,Gilan,Iran (Islamic Republic of),Asia,37.2809455,49.5924133999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,,,,,,Unknown location - 6.0 people,,,
448,20560,FloodList,http://floodlist.com/asia/iran-flash-floods-august-2017,2017-08-10T00:00:00,2017-08-15T00:00:00,Khorasan Razavi,Iran (Islamic Republic of),Asia,35.1020253,59.1041758,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,,,,,,Unknown location - 6.0 people,,,
449,20560,FloodList,http://floodlist.com/asia/iran-flash-floods-august-2017,2017-08-10T00:00:00,2017-08-15T00:00:00,North Khorasan,Iran (Islamic Republic of),Asia,37.4710353,57.1013187999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,,,,,,Unknown location - 6.0 people,,,
450,20560,FloodList,http://floodlist.com/asia/iran-flash-floods-august-2017,2017-08-10T00:00:00,2017-08-15T00:00:00,Semnan,Iran (Islamic Republic of),Asia,35.2255585,54.4342138,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,,,,,,Unknown location - 6.0 people,,,
451,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Kishanganj,India,Asia,26.0917422,87.9383822,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
452,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Araria,India,Asia,26.1108142,87.3016132,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
453,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Katihar,India,Asia,25.552048,87.5718609000001,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
454,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Darbhanga,India,Asia,26.111868,85.896004,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
455,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Madhubani,India,Asia,26.4627955,86.1751759,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
456,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Sitamarhi,India,Asia,26.5952476,85.4808393000001,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
457,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Madhepura,India,Asia,25.9286903,86.7909758999999,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
458,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,Sheohar,India,Asia,26.5145872,85.2942313,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
459,20554,FloodList,http://floodlist.com/asia/india-bihar-floods-update-august-2017,2017-08-10T00:00:00,2017-08-10T00:00:00,West Champaran,India,Asia,27.1543104,84.3542049,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,,,,,Unknown location - 514.0 people,,,,Unknown location - 696811.0 people,,,,,,,,"Lakshmipur, Jamui - rainfall = 218.8 mm in 24 hours; Gaunaha, West Champaran - rainfall = 158.0 mm in 24 hours; Sahdai Buzurg, Vaishali - rainfall = 163.8 mm in 24 hours; Rosera, Samastipur - rainfall = 163.2 mm in 24 hours; Narpatganj, Araria - rainfall = 140.2 mm in 24 hours; Dighalbank, Kishanganj - rainfall = 342.2 mm in 24 hours; Bahadurganj, Kishanganj - rainfall = 324.4 mm in 24 hours; Pothiya, Kishanganj - rainfall = 320.2 mm in 24 hours; Kochadhaman, Kishanganj - rainfall = 280.6 mm in 24 hours; Kishanganj (city), Kishanganj - rainfall = 275.2 mm in 24 hours; Parihar, Sitamarhi - rainfall = 245.4 mm in 24 hours; Basantpur, Supaul - rainfall = 454.0 mm in 24 hours; Keoti, Darbhanga - rainfall = 317.0 mm in 24 hours; Gandak at Dumariaghat, Gopalganj - river level = 63.22 metres; Mahananda river at Jhawa in Katihar district - river level = 34.07 metres; ahananda at Dhengraghat, Purnia - river level = 38.08 metres; Bagmati at Benibad, Muzaffarpur - river level = 49.55 metres; Kosi river at Basua in Supaul - river level = 49.01 metres; Kosi river at Baltara, Khangaria - river level = 35.72 metres; Gandak at Dumariaghat, Gopalganj - river level = 63.04 metres; Mahananda river at Dhengraghat, Purnia - river level = 35.67 metres; Kosi river at Kursela, Katihar district - river level = 30.26 metres",,,,
