identifier,source_id,source,web,onset,expires,location_name,country,continent,latitude,longitude,Type: Coastal Flood,Type: Flash Flood,Type: Inland Flood,Type: River Flood,Type: Storm Surge,Type: Unknown,Type: Landslide,Cause: Dam Break,Cause: Extreme Rainfall,Cause: Ice Jam,Cause: High Tide,Cause: Long Term Rainfall,Cause: Reservoir Release,Cause: Snowmelt,Cause: Soil Saturation,Cause: Storm Surge,Cause: Tsunami,Cause: Unknown,affected_quantitative,agriculture_quantitative,communications_quantitative,cultural_heritage_quantitative,death_quantitative,education_quantitative,environment_description,environment_quantitative,evacuated_quantitative,forest_quantitative,health_sector_quantitative,heritage_quantitative,houses_damaged_quantitative,houses_destroyed_quantitative,industry_quantitative,injured_quantitative,magnitude_description,missing_quantitative,roads_quantitative,spatial_extent_quantitative,transport_quantitative
41,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Kalutara,Sri Lanka,Asia,6.5853948,79.96074,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
42,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Matara,Sri Lanka,Asia,5.95492,80.5549561,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
43,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Monaragala,Sri Lanka,Asia,6.8906454,81.3454417,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
44,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Hambanthota,Sri Lanka,Asia,6.1428829,81.1212307999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
45,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Kandy,Sri Lanka,Asia,7.2905715,80.6337262,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
46,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Nuwaraeliya,Sri Lanka,Asia,6.9497166,80.7891068,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
47,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Rathnapura,Sri Lanka,Asia,6.7081032,80.3769999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
48,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Badulla,Sri Lanka,Asia,6.9934009,81.0549814999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
49,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Gampaha,Sri Lanka,Asia,7.0873101,80.0143656,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
50,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Puttalam,Sri Lanka,Asia,8.0407913,79.839386,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
51,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Kegalle,Sri Lanka,Asia,7.2513317,80.3463754,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
52,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Matale,Sri Lanka,Asia,7.467465,80.6234161,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
53,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Kurunagala,Sri Lanka,Asia,7.4729813,80.3547286,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
54,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Colombo,Sri Lanka,Asia,6.9270786,79.8612430000001,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
55,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,Anuradapura,Sri Lanka,Asia,8.3113518,80.4036507999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
56,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,"Thiruvananthapuram, Kerala",India,Asia,8.5241391,76.9366376,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
57,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,"Kanyakumari, Tamil Nadu",India,Asia,8.0883064,77.5384507,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
58,21435,FloodList,http://floodlist.com/asia/sri-lanka-floods-cyclone-ockhi-december-2017,2017-11-29T00:00:00,2017-11-29T00:00:00,"Minicoy Island, Lakshadweep, India",India,Asia,8.273962,73.049586,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Sri Lanka - 13.0 people; Kerala, India - 19.0 people",,,,"Sri Lanka - 5435.0 people; Kerala, India - 6581.0 people",,,,,,,,"Deraniyagala, Kegalle District, Sri Lanka - rainfall = 66.0 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 121.0 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 86.2 mm in 24 hours; Pitabeddara, Matara District, Sri Lanka - rainfall = 99.7 mm in 24 hours; Putupaula, Kalutara District, Sri Lanka - rainfall = 168.4 mm in 24 hours; Baddegama, Galle District, Sri Lanka - rainfall = 111.9 mm in 24 hours; Gin Ganga at Baddegama, Sri Lanka - river level = 4.31 metres; Nilwala Ganga at Panadugama, Sri Lanka - river level = 6.7 metres; Nagapattinam, Tamil Nadu, India - rainfall = 107.0 mm in 24 hours; Nagapattinam, Tamil Nadu, India - rainfall = 195.0 mm in 24 hours; Pondicherry, India - rainfall = 158.1 mm in 24 hours; Kanyakumari, Tamil Nadu, India - rainfall = 119.5 mm in 24 hours; Minicoy, Lakshadweep, India - rainfall = 169.0 mm in 24 hours",,,,
59,21428,FloodList,http://floodlist.com/europe/albania-floods-damage-december-2017,2017-11-30T00:00:00,2017-11-30T00:00:00,Kashar,Albania,Europe,41.3525228,19.705595,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Tirana - 1.0 people,,,,Albania - 4000.0 people,,,,,,,,Shkodra - rainfall = 63.1 mm in 24 hours; Kukes - rainfall = 126.0 mm in 24 hours; Tirana-la Praka - rainfall = 121.0 mm in 24 hours; Gjirokastra - rainfall = 146.0 mm in 24 hours; Peshkopi - rainfall = 61.0 mm in 24 hours,,,,Unknown location - 78.0 bridges
60,21428,FloodList,http://floodlist.com/europe/albania-floods-damage-december-2017,2017-11-30T00:00:00,2017-11-30T00:00:00,Marikaj,Albania,Europe,41.3730585,19.6237576999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Tirana - 1.0 people,,,,Albania - 4000.0 people,,,,,,,,Shkodra - rainfall = 63.1 mm in 24 hours; Kukes - rainfall = 126.0 mm in 24 hours; Tirana-la Praka - rainfall = 121.0 mm in 24 hours; Gjirokastra - rainfall = 146.0 mm in 24 hours; Peshkopi - rainfall = 61.0 mm in 24 hours,,,,Unknown location - 78.0 bridges
