sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
14/08/2016,14/08/2016,Peru,PER,"Yanque, Achoma (Arequipa region); Chivay, Achoma, Ichupampa,
Cabanoconde, Yanque, Coporaque, Maca, Madrigal, Tapay, Lari, Tuti, Callalli (Caylloma province)",-15.64,-71.68,5.3,Richter,Earthquake,"Ground movement",--,--,4,11182,0,0,,2016-0298
01/12/2016,01/12/2016,Peru,PER,"Lampa, Paratia cities (Lampa district, Puno province)",-15.321,-70.823,6.3,Richter,Earthquake,"Ground movement",--,--,1,257,0,0,,2016-0464
14/01/2017,01/02/2017,Peru,PER,"Arequipa, Camana, Caraveli, Castile, Caylloma, Condesuyos, Islay, La Union (Arequipa). Huancavelica, Acobamba, Angaraes, Castrovirreyna, Huaytara, Tayacaja (Huancavelica), Ica, Nasca, Palpa, Pisco (Ica), Canete, Canta, Huarochirir, Lima, Oyon, Yauyos (Lima)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,15,376000,100000,0,,2017-0036
01/02/2017,07/02/2017,Peru,PER,"Lambayeque, Morrope, Tucume, Illimo, Pacora, Jayanca, Olmos, Motupe, Salas, Cayalti, San Jose, Mochumi districts (Lambayeque province);  Chiclayo, Ortiz, La Victoria, Pimentel, Monsefu, Santa Rosa, Puerto Eten, Lagunas, Chongoyape, Patapo, Pomalca, Cayalti, Zana, Eten, Tuman, Picsi, Pucala, Reque, José Leonardo Orti districts (Chiclayo province); Ferrenafe province",-5.251,-77.573,288499.13,Km2,Flood,--,--,--,1,12000,0,0,,2017-0052
15/03/2017,19/03/2017,Peru,PER," Ancash department (Huarmey, Casma,  El Santa provinces); Tumbes department (Zarumilla and Tumbes provinces); Lima department (Lima, Huarochirí and Canta provinces), La Libertad department (Trujillo province), Chiclayo department (Chiclayo province), Piura department (Piura province)",-11.004,-75.148,810942.34,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,184,1800505,3100000,380000,,2017-0084
08/07/2016,08/07/2016,"Philippines (the)",PHL,"Zambales, Battan (Region III); Rizal, Batangas (Region IV)",,,,Kph,Storm,"Tropical cyclone",--,--,2,3359,0,0,"Typhoon Butchoy (Nepartak)",2016-0256
16/09/2016,16/09/2016,"Philippines (the)",PHL,"Ilocos Norte district (Region I (Ilocos region) province), Batanes, Cagayan districts (Region II (Cagayan valley) province)",,,,Kph,Storm,"Tropical cyclone",--,--,0,16648,4913,0,"Typhoon Ferdie (Meranti)",2016-0342
16/10/2016,19/10/2016,"Philippines (the)",PHL,"Pangasinan district (Region I (Ilocos region) province), Nueva Vizcaya, Quirino, Isabela districts (Region II (Cagayan valley) province), Aurora, Bulacan, Nueva Ecija, Zambales districts (Region III (Central Luzon) province), Quezon, Rizal, Laguna, Cavite, Batangas districts (Region IV-A (Calabarzon) province), Albay, Catanduanes, Camarines Sur, Camarines Norte, Sorsogon districts (Region V (Bicol region) province)",,,210,Kph,Storm,"Tropical cyclone",--,--,0,52270,11490,0,"Typhoon Karen (Sarika)",2016-0363
19/10/2016,21/10/2016,"Philippines (the)",PHL,"Ilocos Norte, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan valley) province), Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Quezon, Rizal districts (Regio IV-A (Calabarzon) province), Camarines Norte, Sorgoson (Region V (Bicol region) province)), Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (Cordillera Administrative region (CAR))",,,215,Kph,Storm,"Tropical cyclone",--,--,8,981154,50690,0,"Typhoon Lawin (Haima)",2016-0364
29/07/2016,29/07/2016,"Philippines (the)",PHL,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Cagayan, Isabela districts (Region II (Cagayan valley) province), Iloilo district (Region VI (Western Visaya) province), Northern Samar district (Region VIII (Eastern Visayas) province), Region IV (Southern Tagalog), CAR, provinces",,,,Kph,Storm,--,"Slide (land, mud, snow, rock)",--,0,8809,0,0,"Typhoon Carina (Nida)",2016-0371
08/08/2016,16/08/2016,"Philippines (the)",PHL,"National Capital Region (NCR) province, Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Laguna, Rizal districts (Region IV-A (Calabarzon) province), Antique, Iloilo, Negros Occidental districts (Region VI (Western Visaya) province), Abra, Benguet, Ifugao, Mountain province districts (Cordillera Administrative region (CAR) province)",,,,Km2,Flood,--,--,--,26,1263098,9320,0,,2016-0377
18/08/2016,22/08/2016,"Philippines (the)",PHL,"Pampanga district (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",,,,Km2,Flood,--,--,--,19,1300000,0,0,,2016-0445
23/11/2016,25/11/2016,"Philippines (the)",PHL,"Romblon, Mindoro Oriental (Region IV (Southern Tagalog) province), Antique, Capiz, Aklan, Iloilo (Region VI (Western Visayas) province), Leyte (Region VIII (Eastern Visayas) province), Surigao del Sur, Surigao del Norte, Dinagat (Region XIII (Caraga) province)",,,55,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,0,14309,0,0,"Tropical storm Marce (Tokage)",2016-0456
28/09/2016,28/09/2016,"Philippines (the)",PHL,"Meycauayan city, Marilao, Sta. Maria (Bulacan province)",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,1559,0,0,"Typhoon Helen (Megi)",2016-0490
25/12/2016,26/12/2016,"Philippines (the)",PHL,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon);  Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",,,185,Kph,Storm,"Tropical cyclone",--,--,24,1893404,103661,0,"Typhoon 'Nina' (Nock-Ten)",2016-0503
30/03/2016,30/03/2016,"Philippines (the)",PHL,"Surigao city",,,6.7,Richter,Earthquake,"Ground movement",--,--,8,202,0,0,,2016-0537
16/01/2017,31/01/2017,"Philippines (the)",PHL,"Western Visayas, Central Visayas, Eastern Visayas, Zamboanga (Samboanga del Norte), Northern Mindanao (Bukidnon, Camiguin, Misamis Occidental, Misamis oriental, Lanao del Norte) Davao (Compostela, Davao del Norte, Davao del Sur, Davao Oriental), Caragan (Agusan del Norte, Agusan del Sur, Surigao del Norte), Autonomous region of Muslim Mindanao (Lanao del Sur, Maguindanao), Soccskargen (Saranggani)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,9,1500000,8100,0,,2017-0028
10/02/2017,10/02/2017,"Philippines (the)",PHL,"Surigao Del Norte district (Region XIII (Caraga) province)",9.907,125.452,6.7,Richter,Earthquake,"Ground movement",--,--,8,16857,13974,0,,2017-0050
08/04/2017,08/04/2017,"Philippines (the)",PHL,"Verde Island Passage (Tingloy, Maricaban Island). Batangas and Laguna provinces",13.77,120.935,5.9,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,25000,2000,0,,2017-0140
15/04/2017,15/04/2017,"Philippines (the)",PHL,"Cebu Isl. (Carmen, Danao City)",,,,Kph,Storm,"Tropical cyclone",--,--,10,860,2000,0,"Tropical depression 02W (Crising)",2017-0142
01/02/2017,07/02/2017,"Philippines (the)",PHL,"Mindanao (Agusan del Sur, Compostela Valley, Agusan del Norte, Davao Oriental, Lanao del Sur and Maguindanao)",7.59,124.062,30389.11,Km2,Flood,--,--,--,13,334000,0,0,,2017-0226
06/07/2017,06/07/2017,"Philippines (the)",PHL,"Kananga (Leyte Isl), Ormoc City, Carigara",11.111,124.619,6.5,Richter,Earthquake,"Ground movement",--,--,3,16500,4364,0,,2017-0247
25/07/2017,27/07/2017,"Philippines (the)",PHL,"National Capital Region (Valenzuela, Quezon, Manila, Malabon, Paranaque, Makati), Ilocos (Pangasinan, La Union, Ilocos Norte, Ilocos Sur), Central Luzon (Balagtas, Meycauayan, Marilao-Bulacan, MacabebeBrgy. Sto. Rosario - City of San Fernando -Pampanga), Calabarzon (Cavite, Rizal), Cordillera Administrative Region (CAR) (Benguet, Baguio city, Abra,Mt Province, Ifugao)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",0,7339,174.92,0,"Typhoon Nesat & Haitang",2017-0326
11/09/2017,15/09/2017,"Philippines (the)",PHL,"Central Luzon, Calabarzon (Laguna, Quezon, Cavite, Rizal), the National Capital region (Metro Manila)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,26,9110,5300,0,"Typhoon 'Doksuri'",2017-0406
01/11/2017,03/11/2017,"Philippines (the)",PHL,"southern Luzon: Batangas (San Juan town), Palawan (Busuanga town), Camarines Sur (Barangay Sibaguan near Sagnay town, Lagonoy), Albay, Camarines Norte (Vinzons, Mercedes), Oriental Mindoro (Calapan city), Laguna - Calabarzon, Mimaropa, and Bicol Regions",,,75,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",6,305,0,0,"Typhoon 'Damrey' / 'Ramil'",2017-0422
18/10/2017,20/10/2017,"Philippines (the)",PHL,"Mimaropa (Puerto Princesa City, Palawan), Western Visayas (Negros occidental), Central Visayas (Negros oriental, Siquijor), Zamboanga peninsula (Zamboanga city, Zamboanga del Norte, Zamboanga del Sur, Zamboanga del Sibugay), Caraga (Agusan del Norte), the Autonomous Region of Muslim Mindanao (Maguindanao), Soccksargen (Sultan Kudarat) regions",,,250,Kph,Storm,"Tropical cyclone",Flood,Storm,9,163349,3400,0,"Typhoon 'Lan'/'Paolo'",2017-0432
25/08/2017,26/08/2017,"Philippines (the)",PHL,"Ilocos, Cagayan Valley, Central Luzon, Cordillera Regions",,,65,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical storm 'Pakhar'/'Jolina'",2017-0485
22/09/2017,24/09/2017,"Philippines (the)",PHL,"Bacolod, Sipalay, Bago, Talisay, La Carlota, Hinobaan, Binalbagan, Pontevedra (Negros Occidental province-Western Visayas Region)
",10.566,123.171,10299.67,Km2,Flood,"Flash flood",--,--,0,8000,0,0,,2017-0497
21/12/2017,26/12/2017,"Philippines (the)",PHL,"Valencia, (Mindanao),Salvador, Sapad, Dalama village (Tubod) (Lanao del Norte), Piagapo, Sibuco,Tugaya, Marawi  (Lanao del Sud), Zamboanga del Norte, Zamboanga Sibugay, Cagayan de Oro (Misamis Oriental)",,,125,Kph,Storm,--,Flood,"Slide (land, mud, snow, rock)",58,923757,50000,0,"Storm 'Tembin' (Vinta)",2017-0524
16/12/2017,18/12/2017,"Philippines (the)",PHL,"Bicol (Albay,Camarines Norte,Camarines Sur, Masbate, Sorsogon), Western Visayas (Aklan, Capiz, Iloilo), Central Visayas (Cebu), Eastern Visayas (Biliran, Leyte, Samar, Eastern Samar, Northern Samar,Southern Leyte), Caraga (Dinagat Island, Surigao del Norte), Southern Tagalog (Marinduque, Oriental Mindoro, Palawan, Romblon)",,,,Kph,Storm,--,Flood,"Slide (land, mud, snow, rock)",91,1861328,71901,0,"Tropical storm 'Kai-Tak' (Urduja)",2017-0525
02/01/2016,04/01/2016,Poland,POL,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",,,-20,°C,"Extreme temperature ","Cold wave",--,--,21,0,0,0,,2016-0001
28/05/2016,28/05/2016,Poland,POL,"Nowy Targ district (Mount Sokolica region, Malopolske province), Sucha Beskidzka district (Mount Babia Gora region, Malopolske province), Szcyrk city (Czechowice-Dziedzice district, Slaskie province)",,,,Km2,Flood,--,Lightening,--,2,3,0,0,,2016-0179
10/08/2017,11/08/2017,Poland,POL,"Chojnice district (Suszek, Konarzyny), Pomorskie Voivodeship, Wielkopolskie, Torun, Gniezna, Wrzesnia, Nakla",,,,Kph,Storm,"Convective storm",--,--,6,5844,275000,0,,2017-0341
06/09/2017,07/09/2017,"Puerto Rico",PRI,"North. Culebra and Vieques Islands",,,,Kph,Storm,"Tropical cyclone",Flood,--,2,0,0,0,"Hurricane 'Irma'",2017-0381
20/09/2017,20/09/2017,"Puerto Rico",PRI,"Humacao town, San Juan, Bayamon, Guajataca (north-west), Tao Baja, Culebra island, Vieques,Naguabo, Fajardo , Juncos, San Lorenzo, Ceiba cities (Humacao), Arecibo, Yabucoa Caguas towns (Guyama),  Cataño (Bayamon), Aguada (Aguadilla)",,,240,Kph,Storm,"Tropical cyclone",Flood,"Broken Dam/Burst bank",64,750000,68000000,30000000,"Hurricane 'Maria'",2017-0383
02/06/2016,02/06/2016,Romania,ROU,"Livezi village (Bacau province), Ruginesti village (Vrancea province)",,,,Km2,Flood,--,--,--,2,0,0,0,,2016-0179
09/10/2016,16/10/2016,Romania,ROU,"Slobozia-Conachi, Cuza Voda, Pechea (Galati province), Bucuresti, Bacau, Botosani provinces",45.151,27.562,57182.5,Km2,Flood,"Riverine flood",--,--,1,300,0,0,,2016-0426
17/09/2017,17/09/2017,Romania,ROU,"Timis (Timisoara), Cluj, Bistrica",,,100,Kph,Storm,"Convective storm",--,--,9,137,7300,0,,2017-0407
16/04/2016,22/04/2016,"Russian Federation (the)",RUS,"Vologodskaya Oblast, Tyumenskaya Oblast, Sverdlovskaya Oblast provinces",61.967,59.803,1834048.3,Km2,Flood,--,--,--,0,3200,2000,0,,2016-0128
04/06/2016,10/06/2016,"Russian Federation (the)",RUS,"Dagestan Rep., Chechnya Rep., Severnaya Osetiya-alaniya Rep. provinces",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",Storm,0,8196,10000,0,,2016-0227
15/08/2016,15/08/2016,"Russian Federation (the)",RUS,"Moscou city (Moskva province and Moskovskaya Oblast province), Koursk city (Kurskaya Oblast province), Orel city (Orlovskaya Oblast province), Belgorod city (Belgorodskaya Oblast province)",,,,Km2,Flood,--,Lightening,--,0,300,0,0,,2016-0295
29/05/2017,29/05/2017,"Russian Federation (the)",RUS,"Moscow city and greater Moscow region",,,79.2,Kph,Storm,"Convective storm",Hail,--,16,201,2000,0,,2017-0151
10/05/2017,23/05/2017,"Russian Federation (the)",RUS,"Cherlaksky, Bolsherechensky, Ust-Ishim (Omsk); Stavropol Kray; Ishim, Abatsky, Vikulovsky districts (Tyumen)",,,,Km2,Flood,"Flash flood",--,--,0,15721,0,0,,2017-0232
/01/2016,/04/2016,Rwanda,RWA,"Gakenke, Muhanga, Rubavu, Ngororero",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,67,0,0,0,,2016-0149
07/05/2016,08/05/2016,Rwanda,RWA,"Gakenke district (North/Amajyaruguru province), Muhanga district (South/Amajyepfo province), Rubavu district (West/Iburengerazuba province), Ngororero districts (West/Iburengerazuba province)",-20.565,300.12,18269.24,,Landslide,Landslide,--,--,54,4000,0,0,,2016-0164
01/04/2017,01/04/2017,Rwanda,RWA,"Gatsibo district (Eastern Province)",,,,Kph,Storm,"Convective storm",--,--,0,679,0,0,,2017-0087
17/09/2017,17/09/2017,Rwanda,RWA,"Rusizi, Nyamasheke, Huye,  Bugesera, Gicumbi, Ngoma, Kirehe, Rubavu, Nyabihu",,,,Kph,Storm,"Convective storm",Flood,--,3,5874,0,0,,2017-0415
08/09/2017,09/09/2017,"Saint Barth?lemy",BLM,,,,,Kph,Storm,"Tropical cyclone",Flood,--,4,0,0,1048800,"Hurricane 'Irma'",2017-0381
06/09/2017,06/09/2017,"Saint Kitts and Nevis",KNA,,,,,Kph,Storm,"Tropical cyclone",--,--,0,0,20000,2300,"Hurricane 'Irma'",2017-0381
28/09/2016,28/09/2016,"Saint Lucia",LCA,"Gros-Islet (Region Number 1 province), Castries, Bexon, Marc, (Region Number 8 province), Dennery (Region Number 3 province), Laborie, Vieux- Fort (Region Number 5 province), Micoud (Region Number 4 province), Choiseul (Region Number 6 province)",,,,Kph,Storm,"Extra-tropical storm",Flood,--,0,25000,0,0,"Hurricane Matthew",2016-0355
08/09/2017,09/09/2017,"Saint Martin (French Part)",MAF,,,,,Kph,Storm,"Tropical cyclone",--,--,7,0,4100000,1231200,"Hurricane 'Irma'",2017-0381
28/09/2016,29/09/2016,"Saint Vincent and the Grenadines",VCT,"Layou (Saint Andrew)",,,,Kph,Storm,"Extra-tropical storm",--,--,0,0,0,0,"Hurricane Matthew",2016-0355
29/11/2016,29/11/2016,"Saint Vincent and the Grenadines",VCT,"Sandy Bay city, Magum, Orange Hill, Overland, London, Point, Owia, Fancy villages (Charlotte province), Spring Village, Coulls Hill, Troumaca, Rose Bank, Sharpes, Fitz Hughes villages (Saint Patrick province), Chateaubelair village (Saint David province)
",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,0,25000,6500,0,,2016-0494
08/04/2016,15/04/2016,"Saudi Arabia",SAU,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir provinces",,,,Km2,Flood,--,--,--,18,915,0,0,,2016-0105
08/04/2016,10/04/2016,"Saudi Arabia",SAU," Al-Baidhani valley of Asir region, Baha and Taif (Makkah), east of Traj valley",,,,Km2,Flood,"Flash flood",--,--,3,0,0,0,,2016-0120
28/11/2016,29/11/2016,"Saudi Arabia",SAU,"Qunfudah governorat (Makkah province)",,,,Kph,Storm,"Convective storm",Flood,--,3,122,50000,0,,2016-0481
21/11/2017,22/11/2017,"Saudi Arabia",SAU,"Makkah (Jeddah, Taif), Madinah, Tabuk, Al-Jouf",22.707,39.365,181054.82,Km2,Flood,--,--,--,4,481,0,0,,2017-0491
/07/2016,11/09/2016,Senegal,SEN,"Mbane, Gaya, Gnith, Bokhol, Ronkh, Richard-Toll municipalities (Dagana district, Saint Louis province), Touba city (Kaolack district, Kaolack province), Kaffrine, Fatick provinces",,,,Km2,Flood,--,--,--,5,10646,0,0,,2016-0449
06/03/2016,07/03/2016,Serbia,SRB,"Pozega town (Administrative unit not available district, Zlatiborski province), Moravicki province",,,,Km2,Flood,"Flash flood",--,--,0,7000,100000,0,,2016-0076
07/11/2016,07/11/2016,Serbia,SRB,"Gjakova city (Pecki province), Rahovec, Malisheva cities (Prizremski province), Podujeva, Vushtrri cities (Kosovski province)",,,,Km2,Flood,"Flash flood",--,--,0,1655,0,0,,2016-0446
20/01/2017,20/01/2017,Serbia,SRB,Belgrade,,,,°C,"Extreme temperature ","Severe winter conditions",Snow/ice,--,6,0,0,0,,2017-0010
14/08/2017,14/08/2017,"Sierra Leone",SLE,"Freetown, Regent neighbourhood, Juba/Kaningo, Malama/Kamayama",,,,,Landslide,Mudslide,"Slide (land, mud, snow, rock)",--,1102,11916,30000,0,,2017-0343
08/09/2017,09/09/2017,"Sint Maarten (Dutch part)",SXM,,,,,Kph,Storm,"Tropical cyclone",--,--,4,11400,2500000,500000,"Hurricane 'Irma'",2017-0381
10/08/2017,11/08/2017,Slovakia,SVK,"western part (Bratislava, Malacky, Dubove-Trnava)",,,,Kph,Storm,"Convective storm",--,--,0,0,0,0,,2017-0341
08/12/2016,08/12/2016,"Solomon Islands",SLB,"Malaita, Makira-Ulawa, Temotu provinces",-10.676,161.33,7.8,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,0,9770,0,0,,2016-0483
06/04/2016,11/04/2016,Somalia,SOM,"Awdal, Gedo provinces",,,,Km2,Flood,"Flash flood",--,--,9,0,0,0,,2016-0129
01/01/2016,10/01/2016,"South Africa",ZAF,"Ngaka Modiri Molema (North West province)",,,45,°C,"Extreme temperature ","Heat wave",--,--,11,20,0,0,,2016-0036
25/07/2016,03/08/2016,"South Africa",ZAF,"Western Cape (Cape Town, Phillipi, Khayelitsha), Kwazulu Natal (Durban, Cato Manor, Amanzimtoti, Inanda, Ntuzuma, KwaMashu, uMlazi, Yellow Wood Park, Chatsworth -eThekwini Metropolitan Municipality, Ugu district)",,,,Km2,Flood,--,--,--,7,6900,180000,146000,,2016-0305
09/11/2016,09/11/2016,"South Africa",ZAF,"Gauteng, KwaZulu Natal provinces",,,,Km2,Flood,"Flash flood",--,--,6,600,100000,0,,2016-0478
07/06/2017,08/06/2017,"South Africa",ZAF,"Kraaifontein, Lavender Hill, Strand, Kalkfontein, Delft, Mfuleni, Mandalay, Hout Bay, Kraaifontein (Cape Town), Rheenendal, Welbedacht, Knysna, Pacaltsdorp, Mossel Bay, George to Plettenberg bay (Eden), Welbedacht (Cape Winelands)",,,,Kph,Storm,"Convective storm",Fire,Flood,9,6918,283000,145000,,2017-0178
14/05/2017,19/05/2017,"South Africa",ZAF,"KwaZulu-Natal, Nquthu (Umzinyathi District), Zinkwazi (Ilembe District), Mzingwenya (Uthungulu District), uMzumbe  municipality, uMdoni, uMuziwabantu (Ugu)",-28.362,29.715,213686.92,Km2,Flood,--,--,--,3,200,0,0,,2017-0217
09/10/2017,10/10/2017,"South Africa",ZAF,"Durban (Bluff, Jacobs, Montclair, Glenwood, Umlazi, Merebank, Isipingo), Johannesburg, Ekurhuleni (East Rand), West Rand District Municipality (Orient Hills, Krugersdorp), Nquthu (Umzinyathi)",,,,Kph,Storm,"Convective storm",Flood,--,11,518,320000,140000,,2017-0462
01/07/2016,31/08/2016,"South Sudan",SSD,"Al Wahdah state (RIak, Kuerbokni, Ruathnybol, Wangkei, Bieh, Mayom cities)",,,,Km2,Flood,--,--,--,0,22000,0,0,,2016-0327
17/12/2016,19/12/2016,Spain,ESP,"Los Alcázare, Murcia, San Javier cities (Murcia district, Aragon province), Valencia, Castello district (Comunitat Valenciana province), Balears Isl. district (Illes Balears province); Granada, Almeria, Alicante,Terual, ",,,,Km2,Flood,"Flash flood",--,--,5,150,50000,0,,2016-0496
14/05/2016,15/05/2016,"Sri Lanka",LKA,"Kilinochchi district (Northern province), Colombo district (Western province), Kegalle district (Sabaragamuwa province)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,203,301602,1200000,104000,,2016-0153
25/05/2017,31/05/2017,"Sri Lanka",LKA,"Ratnapura, Matara, Kalutara, Galle, Gampaha, Colombo, Sabaragamuwa, Hambantota",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,293,879932,389000,33000,,2017-0153
03/11/2017,13/11/2017,"Sri Lanka",LKA,"Telippalai, Pointpedro, Kopay, Maruthankrny, Chenkannai (Jaffna district, Northern province)",8.604,80.637,22923.3,Km2,Flood,--,--,--,9,13197,0,0,,2017-0493
29/11/2017,01/12/2017,"Sri Lanka",LKA,"Galle, Matara (Southern), Colombo, Badulla (Uva), Gampaha, Kalutara (Western), Nuwara Eliya (Central)",,,130,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",27,160077,346000,0,"Cyclone 'Ockhi'",2017-0508
/06/2016,08/09/2016,"Sudan (the)",SDN,"Al Gezira, Blue Nile, Gedaref, Kassala, Sennar, South Kordofan, West Kordofan, North Kordofan, North Darfur, East Darfur, Karthoum, Northern Darfur (Shamal Darfur), Southern Darfur, Western Darfur, River Nile, White Nile, Red Sea",,,,Km2,Flood,"Flash flood",--,--,171,200004,0,0,,2016-0274
30/06/2017,14/08/2017,"Sudan (the)",SDN,"Khartoum, Northern State (Delgo-Shargafab and Malaga), Sennar (Singa), Kassala, El Gezira (Um El Gura), White Nile, South Kordofan, West Darfur (Murnei camp-Al Geneina), North Darfur (Zamzam camp in the state capital of El Fasher), South Darfur (Kalma camp in Nyala), Northern Kordofan (El Gubba district in El Obeid-Sheikan)",,,,Km2,Flood,"Riverine flood",--,--,25,55647,0,0,,2017-0573
23/08/2017,23/08/2017,Switzerland,CHE,"Bregaglia Valley, Bondo in Graubünden canton",,,,,"Mass movement (dry)",Rockfall,--,--,8,200,0,0,,2017-0350
20/01/2016,26/01/2016,"Taiwan (Province of China)",TWN,"Taipei, Taoyuan, Kaohsiung, Yangmingshan, the Matsu Islands, Kinmen, Miaoli County ",,,-1.3,°C,"Extreme temperature ","Cold wave",--,--,85,0,0,0,,2016-0023
06/02/2016,06/02/2016,"Taiwan (Province of China)",TWN,"Tainan city (Name Unkown district, Taiwan Sheng province)",22.938,120.6,6.4,Richter,Earthquake,"Ground movement",Collapse,--,117,525,700000,370000,,2016-0043
09/07/2016,09/07/2016,"Taiwan (Province of China)",TWN,,,,,Kph,Storm,"Tropical cyclone",--,--,3,300,0,0,"Typhoon Butchoy (Nepartak)",2016-0256
14/09/2016,14/09/2016,"Taiwan (Province of China)",TWN,,,,305,Kph,Storm,"Tropical cyclone",Flood,--,0,0,70000,0,"Typhoon Ferdie (Meranti)",2016-0342
27/09/2016,27/09/2016,"Taiwan (Province of China)",TWN,,,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,7,160,110000,0,"Typhoon Megi",2016-0350
31/05/2017,05/06/2017,"Taiwan (Province of China)",TWN,"New Taipei City (Bali, Shimen Districts), Yunlin County, Taichung City, Changhua County, Nantou County, and Chiayi County; Kaohsiung City, Nantou County, Chiayi County, Tainan City",24.302,121.216,16445.9,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,5,4074,28100,0,,2017-0169
29/07/2017,31/07/2017,"Taiwan (Province of China)",TWN,"Kaohsiung City, New Taipei City",,,150,Kph,Storm,"Tropical cyclone",Flood,--,1,131,17200,0,"Typhoon Nesat & Haitang",2017-0326
09/05/2016,12/05/2016,Tajikistan,TJK,"Direct Ruled Districts (Rudaki, Nurobod, Sangvor-Talvidara, Rasht ), Sughd (Aini, Panjekent, Shahriston), Khatlon (Kulob), Gorno-Badakhshan Autonomous Oblast (Darvoz) ",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,4,12750,0,0,,2016-0191
01/07/2016,01/07/2016,Tajikistan,TJK,"Rasht region (Garmskiy district, Tadzhikistan Territories province)",38.883,70.626,5.4,Richter,Earthquake,"Ground movement",--,--,0,155,0,0,,2016-0251
27/01/2017,28/01/2017,Tajikistan,TJK,"Pamir region. Road between Douchanbe (Tadshikistan territories) and Khodjent (Sogd), Gorno-Badakhshan region (East)",,,,,Landslide,Avalanche,--,--,13,0,0,0,,2017-0034
26/06/2017,26/06/2017,Tajikistan,TJK,"Amondara village, Panjakent district (Sughd Province)",,,,Km2,Flood,--,Storm,"Slide (land, mud, snow, rock)",0,700,0,0,,2017-0251
17/01/2016,18/01/2016,"Tanzania, United Republic of",TZA,"Dodoma, Mwanza, Rufiji provinces

",-476.168,355.05,182022.09,Km2,Flood,--,--,--,3,58896,0,0,,2016-0028
10/02/2016,15/02/2016,"Tanzania, United Republic of",TZA,"Chemichemi, Chumbi, Ikwiriri, Kiongoloni, Kipugira, Maparoni, Mgomba, Mkongo, Msala, Mtunda, Mwaseni, Muhoro, Ngorongo, Umwe, Utete wards (Rufiji district, Pwani province)",,,,Km2,Flood,"Flash flood",--,--,0,53446,0,0,,2016-0060
22/04/2016,24/04/2016,"Tanzania, United Republic of",TZA,"Kilosa, Kilombero, Malinyi (Morogoro province)",-689.427,360,84214.63,Km2,Flood,--,--,--,13,27933,0,0,,2016-0244
10/09/2016,10/09/2016,"Tanzania, United Republic of",TZA,"Bukoba, Karagwe, Missenyi district (Kagera province)  ",1.036,31.618,5.9,Richter,Earthquake,"Ground movement",--,--,17,139601,458000,0,,2016-0329
08/05/2017,16/05/2017,"Tanzania, United Republic of",TZA,Tanga,,,,Km2,Flood,"Riverine flood",--,--,7,0,0,0,,2017-0205
